area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,location,rod,membership,heldItem,tier,levels
Oreburgh Gate B1F,,Sinnoh,Zubat,41,Morning,Day,Night,Surfing,,,,1,20-30
Oreburgh Gate B1F,,Sinnoh,Golbat,42,Morning,Day,Night,Surfing,,,,2,20-30
Oreburgh Gate B1F,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,Old,,,3,20-30
Oreburgh Gate B1F,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,Old,,,1,20-30
Oreburgh Gate B1F,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-30
Oreburgh Gate B1F,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Good,,,5,20-30
Oreburgh Gate B1F,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,20-30
Oreburgh Gate B1F,,Sinnoh,Whiscash,340,Morning,Day,Night,Surfing,Super,,,7,20-30
Outcast Island,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Fishing,Super,,,5,15-35
Outcast Island,#FF00BF,Sevii Islands,Horsea,116,Morning,Day,Night,Fishing,Good,,[[Dragon Scale]],2,5-25
Outcast Island,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,5-25
Outcast Island,#FF00BF,Sevii Islands,Kingler,99,Morning,Day,Night,Fishing,Super,,,3,5-25
Outcast Island,#FF00BF,Sevii Islands,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,5-25
Outcast Island,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,Night,Fishing,Good,,,1,5-25
Outcast Island,#FF00BF,Sevii Islands,Qwilfish,211,Morning,Day,Night,Fishing,Super,,[[Poison Barb]],5,15-35
Outcast Island,#FF00BF,Sevii Islands,Remoraid,223,Morning,Day,Night,Fishing,Super,,,7,15-35
Outcast Island,#FF00BF,Sevii Islands,Seadra,117,Morning,Day,Night,Fishing,Super,,[[Dragon Scale]],4,5-25
Outcast Island,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,Night,Fishing,Super,,,2,5-25
Outcast Island,#FF00BF,Sevii Islands,Tentacool,72,Morning,Day,Night,Surfing,Old,,[[Poison Barb]],1,5-40
Outcast Island,#FF00BF,Sevii Islands,Tentacruel,73,Morning,Day,Night,Surfing,Super,,[[Poison Barb]],3,35-40
Pacifidlog Town,,Hoenn,Corsola,222,Morning,Day,Night,Surfing,,,,4,30-36
Pacifidlog Town,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,4,30-36
Pacifidlog Town,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,6,32-34
Pacifidlog Town,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,24-38
Pacifidlog Town,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,30-34
Pacifidlog Town,,Hoenn,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,30-36
Pacifidlog Town,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,22-35
Pacifidlog Town,,Hoenn,Sharpedo,319,Morning,Day,Night,Fishing,Super,,,7,32-35
Pacifidlog Town,,Hoenn,Wailmer,320,Morning,Day,Night,Fishing,Super,,,6,5-35
Pallet Town,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,30-34
Pallet Town,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,2,30-34
Pallet Town,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,5-9
Pallet Town,,Kanto,Goldeen,118,Morning,Day,,Fishing,Good,,,1,10-14
Pallet Town,,Kanto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,10-14
Pallet Town,,Kanto,Poliwag,60,Morning,,Night,Fishing,Super,,,1,10-14
Pallet Town,,Kanto,Shellder,90,Morning,,,Fishing,Super,,,6,15-19
Pallet Town,,Kanto,Staryu,120,,,Night,Fishing,Super,,,5,10-14
Pallet Town,,Kanto,Lanturn,171,Morning,Day,Night,Fishing,Super,,,4,15-19
Pal Park,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,,,,2,20-25
Pal Park,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,,,,2,20-25
Pal Park,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,,,,1,20-25
Pal Park,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,3,20-25
Pal Park,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,,,,4,20-25
Pal Park,,Sinnoh,Spheal,363,Morning,Day,Night,Surfing,,,,5,20-25
Pal Park,,Sinnoh,Buizel,418,Morning,Day,Night,Surfing,,,,5,20-25
Pal Park,,Sinnoh,Tympole,535,Morning,Day,Night,Surfing,,,,8,20-25
Petalburg City,,Hoenn,Marill,183,Morning,Day,Night,Surfing,,,,5,15-25
Petalburg City,,Hoenn,Azumarill,184,Morning,Day,Night,Surfing,,,,5,15-25
Petalburg City,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,4,15-25
Petalburg City,,Hoenn,Masquerain,284,Morning,Day,Night,Surfing,,,,6,15-25
Petalburg City,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,15-25
Petalburg City,,Hoenn,Goldeen,118,Morning,Day,Night,Fishing,Old,,,1,5-7
Petalburg City,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,5-7
Petalburg City,,Hoenn,Corphish,341,Morning,Day,Night,Fishing,Super,#FF00BF,,8,25
Pinkan Island Cliff,,Orange Islands,Barboach,339,Morning,Day,Night,Surfing,,,,6,17-23
Pinkan Island Cliff,,Orange Islands,Krabby,98,Morning,Day,Night,Surfing,,,,1,17-23
Pinkan Island Cliff,,Orange Islands,Kingler,99,Morning,Day,Night,Surfing,,,,5,17-23
Pinkan Island Cliff,,Orange Islands,Politoed,186,Morning,Day,Night,Surfing,,,,8,17-23
Pinkan Island Cliff,,Orange Islands,Poliwag,60,Morning,Day,Night,Surfing,,,,7,17-23
Pinkan Island Cliff,,Orange Islands,Psyduck,54,Morning,Day,Night,Surfing,,,,1,17-23
Pinkan Island Cliff,,Orange Islands,Wingull,278,Morning,Day,Night,Surfing,,,,5,17-23
Pitch Black Cave,,Kanto,Zubat,41,Morning,Day,Night,Surfing,,,,1,50-55
Pitch Black Cave,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,,,,1,50-55
Ravaged Path,,Sinnoh,Zubat,41,Morning,Day,Night,Surfing,,,,1,20-30
Ravaged Path,,Sinnoh,Psyduck,54,Morning,Day,Night,Surfing,Old,,,1,20-30
Ravaged Path,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-30
Ravaged Path,,Sinnoh,Golduck,55,Morning,Day,Night,Surfing,Good,,,3,20-30
Ravaged Path,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,4,20-30
Ravaged Path,,Sinnoh,Barboach,339,Morning,Day,Night,Surfing,Super,,,8,20-30
Resort Area,,Sinnoh,Magikarp,129,Morning,Day,Night,Fishing,Old,,,1,1-40
Resort Area,,Sinnoh,Magikarp,129,Morning,Day,Night,Fishing,Good,,,1,41-70
Resort Area,,Sinnoh,Magikarp,129,Morning,Day,Night,Fishing,Super,,,1,71-100
Resort Gorgeous,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,15-25
Resort Gorgeous,#FF00BF,Sevii Islands,Hoppip,187,Morning,Day,,Surfing,Good,,,1,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Horsea,116,Morning,Day,Night,Surfing,Good,,[[Dragon Scale]],2,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Remoraid,223,Morning,,,Fishing,Super,,,6,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Seadra,117,Morning,Day,Night,Surfing,Super,,[[Dragon Scale]],4,15-25
Resort Gorgeous,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,5-25
Resort Gorgeous,#FF00BF,Sevii Islands,Staryu,120,Morning,,Night,Fishing,Super,,[[Stardust]],6,5-25
Route 4,,Kanto,Zubat,41,Morning,,Night,Surfing,,,,1,8-12
Route 4,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,8-12
Route 4,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,8-12
Route 4,,Kanto,Poliwag,60,Morning,Day,Night,Surfing,Good,,,1,8-12
Route 4,,Kanto,Buizel,418,Morning,,Night,Surfing,Super,#FF00BF,,6,8-12
Route 6,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,,,,1,13-17
Route 6,,Kanto,Golduck,55,Morning,Day,Night,Surfing,,,,4,13-17
Route 6,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,,,,1,13-17
Route 6,,Kanto,Poliwag,60,,,Night,Surfing,Good,,,1,13-17
Route 6,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,13-17
Route 6,,Kanto,Krabby,98,Morning,Day,Night,Fishing,Good,,,1,13-17
Route 6,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,13-17
Route 6,,Kanto,Shellder,90,Morning,,Night,Fishing,Super,,,6,13-17
Route 6,,Kanto,Buizel,418,Morning,Day,Night,Fishing,Super,#FF00BF,,6,13-17
Route 10,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,,,,1,20-23
Route 10,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,20-23
Route 10,,Kanto,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,20-23
Route 10,,Kanto,Kingler,99,Morning,Day,Night,Surfing,Super,,,3,20-23
Route 10,,Kanto,Seaking,119,Morning,Day,Night,Surfing,Super,,,3,20-23
Route 10,,Kanto,Buizel,418,Morning,Day,Night,Surfing,Super,,,6,20-23
Route 10,,Kanto,Slowpoke,79,Morning,,,Fishing,Old,,,2,20-23
Route 10,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20-23
Route 10,,Kanto,Psyduck,54,Morning,Day,Night,Fishing,Good,,,2,20-23
Route 10,,Kanto,Poliwag,60,Morning,,Night,Fishing,Good,,,1,20-23
Route 10,,Kanto,Poliwhirl,61,,,Night,Fishing,Super,,,4,20-23
Route 10,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,20-23
Route 11,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,,,,1,17-19
Route 11,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,10-20
Route 11,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-19
Route 11,,Kanto,Psyduck,54,Morning,Day,Night,Fishing,Good,,,1,10-20
Route 11,,Kanto,Poliwag,60,,,Night,Fishing,Good,,,4,10-20
Route 11,,Kanto,Slowpoke,79,Morning,,,Fishing,Good,,,2,10-20
Route 11,,Kanto,Shellder,90,,,Night,Fishing,Good,,,6,15-21
Route 11,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,10-20
Route 11,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,10-20
Route 11,,Kanto,Seaking,119,Morning,Day,Night,Fishing,Super,,,5,17-20
Route 11,,Kanto,Gyarados,130,Morning,Day,Night,Fishing,Super,,,4,20-22
Route 12,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,,,,4,30-32
Route 12,,Kanto,Slowbro,80,Morning,Day,Night,Surfing,,,,3,30-32
Route 12,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,24-26
Route 12,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,24-26
Route 12,,Kanto,Poliwag,60,,,Night,Surfing,Good,,,1,24-30
Route 12,,Kanto,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,24-26
Route 12,,Kanto,Quagsire,195,,,Night,Surfing,Good,,,2,24-26
Route 12,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Super,,,2,24-29
Route 12,,Kanto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,28-30
Route 12,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,24-26
Route 12,,Kanto,Seadra,117,Morning,Day,Night,Fishing,Super,,,5,30-32
Route 12,,Kanto,Qwilfish,211,Morning,Day,Night,Fishing,Super,,,5,24-26
Route 13,,Kanto,Quagsire,195,,,Night,Surfing,,,,1,24-30
Route 13,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,24-30
Route 13,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,24-30
Route 13,,Kanto,Psyduck,54,,Day,,Surfing,Good,,,1,24-30
Route 13,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,24-30
Route 13,,Kanto,Tentacruel,73,,,Night,Surfing,Super,,,3,24-30
Route 13,,Kanto,Slowbro,80,Morning,,,Surfing,Super,,,2,24-30
Route 13,,Kanto,Qwilfish,211,Morning,Day,Night,Surfing,Super,#FF00BF,,5,24-30
Route 13,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,24-30
Route 13,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,24-30
Route 13,,Kanto,Seadra,117,Morning,Day,,Fishing,Super,,,4,24-30
Route 14,,Kanto,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,20
Route 14,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,20
Route 14,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,20
Route 14,,Kanto,Kingler,99,Morning,Day,Night,Fishing,Super,,,2,25
Route 14,,Kanto,Staryu,120,,,Night,Fishing,Super,,,6,25
Route 14,,Kanto,Corsola,222,Morning,Day,,Fishing,Super,,,3,20
Route 17,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,20-32
Route 17,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,20-32
Route 17,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,2,20-32
Route 17,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,20-32
Route 17,,Kanto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,33-38
Route 17,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,19
Route 17,,Kanto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,1,20-32
Route 17,,Kanto,Staryu,120,,,Night,Fishing,Super,,,6,20-25
Route 19,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,,,,1,28-35
Route 19,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,,,,3,27-32
Route 19,,Kanto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,1,30-35
Route 19,,Kanto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,28-35
Route 19,,Kanto,Staryu,120,,,Night,Surfing,Super,#FF00BF,,6,28-35
Route 19,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,23-28
Route 19,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,23-28
Route 19,,Kanto,Corsola,222,Morning,Day,,Fishing,Good,,,3,23-28
Route 19,,Kanto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,30-35
Route 19,,Kanto,Kingler,99,Morning,Day,Night,Fishing,Super,,,2,23-28
Route 19,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Super,,,2,23-28
Route 19,,Kanto,Staryu,120,Morning,,Night,Fishing,Super,#FF00BF,,6,23-28
Route 20,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,25-30
Route 20,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,25-30
Route 20,,Kanto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,25-30
Route 20,,Kanto,Chinchou,170,Morning,Day,Night,Surfing,Good,,,1,25-30
Route 20,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,25-30
Route 20,,Kanto,Corsola,222,Morning,Day,,Surfing,Super,,,3,25-30
Route 20,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,25-30
Route 20,,Kanto,Staryu,120,Morning,Day,Night,Fishing,Super,,,6,25-30
Route 20,,Kanto,Gyarados,130,Morning,Day,Night,Fishing,Super,,,3,25-30
Route 21,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,25-30
Route 21,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,25-30
Route 21,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,2,25-30
Route 21,,Kanto,Lapras,131,,Day,,Surfing,Super,#FF00BF,,8,25-30
Route 21,,Kanto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,25-30
Route 21,,Kanto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,25-30
Route 22,,Kanto,Psyduck,54,Morning,Day,,Surfing,Good,,,1,3-7
Route 22,,Kanto,Poliwag,60,,,Night,Surfing,Good,,,1,3-7
Route 22,,Kanto,Poliwhirl,61,,,Night,Surfing,Super,,,4,3-7
Route 22,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,3-7
Route 22,,Kanto,Slowpoke,79,Morning,Day,,Fishing,Super,,,2,3-7
Route 22,,Kanto,Goldeen,118,Morning,Day,Night,Fishing,Super,,,1,3-7
Route 24,,Kanto,Koffing,109,Morning,,,Surfing,Old,,,1,10-14
Route 24,,Kanto,Weezing,110,Morning,,,Surfing,Old,,,4,10-14
Route 24,,Kanto,Poliwrath,62,Morning,,,Surfing,Old,,,6,10-14
Route 24,,Kanto,Krabby,98,,Day,,Surfing,Old,,,1,10-14
Route 24,,Kanto,Kingler,99,,Day,,Surfing,Old,,,4,10-14
Route 24,,Kanto,Seaking,119,,Day,,Surfing,Old,,,6,10-14
Route 24,,Kanto,Tentacool,72,,,Night,Surfing,Old,,,1,10-14
Route 24,,Kanto,Tentacruel,73,,,Night,Surfing,Old,,,4,10-14
Route 24,,Kanto,Slowking,199,,,Night,Surfing,Old,,,6,10-14
Route 26,,Kanto,Shellos,422,Morning,,,Surfing,,#FF00BF,,8,25-27
Route 26,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,25-27
Route 26,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,25-27
Route 26,,Kanto,Chinchou,170,,,Night,Surfing,Good,,,1,25-27
Route 26,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,2,25-27
Route 26,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,25-27
Route 26,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Good,,,2,25-27
Route 26,,Kanto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,25-27
Route 26,,Kanto,Lanturn,171,,,Night,Fishing,Super,,,3,25-27
Route 27,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,28-32
Route 27,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,28-32
Route 27,,Kanto,Luvdisc,370,Morning,Day,Night,Surfing,Super,,,6,28-32
Route 27,,Kanto,Buizel,418,,Day,,Surfing,Super,,,6,28-32
Route 27,,Kanto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,28-32
Route 28,,Kanto,Zubat,41,,,Night,Surfing,Old,,,1,33-37
Route 28,,Kanto,Poliwag,60,Morning,Day,Night,Surfing,Old,,,1,33-37
Route 28,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,33-37
Route 28,,Kanto,Poliwhirl,61,Morning,Day,Night,Surfing,Good,,,4,33-37
Route 28,,Kanto,Politoed,186,Morning,Day,Night,Surfing,Super,,,7,33-37
Route 28,,Kanto,Buizel,418,Morning,Day,Night,Surfing,Super,#FF00BF,,6,33-37
Route 30,,Johto,Krabby,98,Morning,Day,Night,Surfing,,,,1,3-5
Route 30,,Johto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,3-5
Route 30,,Johto,Poliwag,60,Morning,,Night,Surfing,Super,,,1,3-5
Route 30,,Johto,Poliwhirl,61,Morning,,Night,Surfing,Super,,,4,3-5
Route 31,,Johto,Zubat,41,Morning,,,Surfing,Old,,,1,4-6
Route 31,,Johto,Golbat,42,Morning,,,Surfing,Old,,,4,4-6
Route 31,,Johto,Crobat,169,Morning,,,Surfing,Old,,,6,4-6
Route 31,,Johto,Wooper,194,,Day,,Surfing,Old,,,1,4-6
Route 31,,Johto,Quagsire,195,,Day,,Surfing,Old,,,4,4-6
Route 31,,Johto,Azumarill,184,,Day,,Surfing,Old,,,6,4-6
Route 31,,Johto,Seel,86,,,Night,Surfing,Old,,,1,4-6
Route 31,,Johto,Lombre,271,,,Night,Surfing,Old,,,4,4-6
Route 31,,Johto,Ludicolo,272,,,Night,Surfing,Old,,,6,4-6
Route 32,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,7-9
Route 32,,Johto,Quagsire,195,,,Night,Surfing,Good,,,3,7-9
Route 32,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,10-12
Route 32,,Johto,Qwilfish,211,Morning,Day,Night,Fishing,Super,,,5,7-9
Route 34,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,11-15
Route 34,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,11-15
Route 34,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,4,17-21
Route 34,,Johto,Corsola,222,Morning,Day,,Surfing,Super,,,3,11-15
Route 34,,Johto,Buizel,418,Morning,Day,Night,Surfing,Super,#FF00BF,,6,11-15
Route 34,,Johto,Staryu,120,,,Night,Fishing,Super,,,6,11-15
Route 35,,Johto,Poliwag,60,,,Night,Surfing,Old,,,1,10-15
Route 35,,Johto,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,10-15
Route 35,,Johto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,10-15
Route 35,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-15
Route 40,,Johto,Goldeen,118,Morning,Day,Night,Surfing,,,,1,15-21
Route 40,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,15-21
Route 40,,Johto,Krabby,98,Morning,Day,Night,Surfing,Good,,,1,15-21
Route 40,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,4,15-21
Route 40,,Johto,Lanturn,171,Morning,Day,Night,Surfing,Super,,,3,15-21
Route 40,,Johto,Corsola,222,Morning,Day,,Surfing,Super,,,4,15-21
Route 40,,Johto,Mantine,226,Morning,Day,Night,Surfing,Super,,,7,15-21
Route 40,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,15-21
Route 40,,Johto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,1,15-21
Route 40,,Johto,Clamperl,366,,,Night,Fishing,Good,,[[Deep Sea Tooth]],5,15-21
Route 40,,Johto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,15-21
Route 40,,Johto,Staryu,120,,,Night,Fishing,Super,,,6,15-21
Route 41,,Johto,Golbat,42,,,Night,Surfing,,,,2,30-35
Route 41,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,30-35
Route 41,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Good,,,2,30-35
Route 41,,Johto,Lanturn,171,Morning,Day,Night,Surfing,Good,,,3,30-35
Route 41,,Johto,Mantine,226,Morning,Day,Night,Surfing,Super,,,7,30-35
Route 41,,Johto,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,30-35
Route 41,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,30-35
Route 41,,Johto,Chinchou,170,Morning,Day,Night,Fishing,Good,,,2,30-35
Route 41,,Johto,Shellder,90,Morning,Day,Night,Fishing,Super,,,6,30-35
Route 42,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,14-16
Route 42,,Johto,Horsea,116,Morning,Day,Night,Surfing,Old,,,2,14-16
Route 42,,Johto,Poliwag,60,,,Night,Surfing,Good,,,1,14-16
Route 42,,Johto,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,14-16
Route 42,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,14-16
Route 43,,Johto,Golbat,42,,,Night,Surfing,,,,3,16-20
Route 43,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,16-20
Route 43,,Johto,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,16-20
Route 43,,Johto,Buizel,418,,,Night,Surfing,Super,,,6,16-20
Route 43,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,16-20
Route 43,,Johto,Politoed,186,Morning,,,Fishing,Super,,,7,16-20
Route 44,,Johto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,10-15
Route 44,,Johto,Poliwag,60,Morning,,Night,Surfing,Good,,,1,12-17
Route 44,,Johto,Krabby,98,Morning,Day,Night,Surfing,Good,,,1,12-17
Route 44,,Johto,Poliwhirl,61,Morning,Day,Night,Surfing,Super,,,4,20-25
Route 44,,Johto,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,22-27
Route 44,,Johto,Remoraid,223,Morning,Day,Night,Fishing,Super,,,6,12-17
Route 45,,Johto,Poliwag,60,Morning,,Night,Surfing,Good,,,1,20-34
Route 45,,Johto,Kingler,99,Morning,Day,,Surfing,Super,,,2,30-34
Route 45,,Johto,Buizel,418,Morning,Day,Night,Surfing,Super,#FF00BF,,7,35
Route 45,,Johto,Krabby,98,Morning,Day,,Fishing,Old,,,1,30-34
Route 45,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,18-22
Route 45,,Johto,Surskit,283,Morning,Day,Night,Fishing,Good,,,4,20-36
Route 47,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,30-34
Route 47,,Johto,Wooper,194,Morning,Day,Night,Surfing,Old,,,1,30-34
Route 47,,Johto,Poliwag,60,,,Night,Surfing,Good,,,1,30-34
Route 47,,Johto,Seel,86,Morning,Day,Night,Surfing,Good,,,1,30-34
Route 47,,Johto,Quagsire,195,Morning,,Night,Surfing,Good,,,2,30-34
Route 47,,Johto,Buizel,418,,,Night,Surfing,Super,,,6,30-34
Route 47,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,30-34
Route 47,,Johto,Shellder,90,,Day,,Fishing,Super,,,6,30-34
Route 47,,Johto,Staryu,120,,,Night,Fishing,Super,,,6,30-34
Route 102,,Hoenn,Marill,183,Morning,Day,Night,Surfing,,,,5,2-4
Route 102,,Hoenn,Surskit,283,Morning,Day,Night,Surfing,,,,4,2-4
Route 102,,Hoenn,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,2-4
Route 102,,Hoenn,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,2-4
Route 102,,Hoenn,Corphish,341,Morning,Day,Night,Fishing,Super,#FF00BF,,8,2-4
Route 103,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,2-4
Route 103,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,7,2-4
Route 103,,Hoenn,Carvanha,318,,,Night,Surfing,,,,6,2-4
Route 103,,Hoenn,Shellos,422,Morning,Day,Night,Surfing,,#FF00BF,,8,5-7
Route 103,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,2-4
