area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,membership,heldItem,tier,levels
Ravaged Path,,Sinnoh,Psyduck,54,Morning,Day,Night,,,1,3-7
Ravaged Path,,Sinnoh,Geodude,74,Morning,Day,Night,,,1,3-7
Rock Tunnel 1,,Kanto,Rattata,19,Morning,Day,Night,,,1,20-24
Rock Tunnel 1,,Kanto,Raticate,20,Morning,Day,Night,,,2,20-24
Rock Tunnel 1,,Kanto,Zubat,41,Morning,Day,Night,,,1,20-24
Rock Tunnel 1,,Kanto,Golbat,42,Morning,Day,Night,,,2,20-24
Rock Tunnel 1,,Kanto,Machop,66,,Day,,,[[Focus Band]],2,20-24
Rock Tunnel 1,,Kanto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,20-24
Rock Tunnel 1,,Kanto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,20-24
Rock Tunnel 1,,Kanto,Cubone,104,Morning,Day,Night,,[[Thick Club]],6,26-30
Rock Tunnel 1,,Kanto,Kangaskhan,115,Morning,Day,,#FF00BF,,8,20-24
Rock Tunnel 1,,Kanto,Teddiursa,216,Morning,Day,Night,,[[Oran Berry]],3,25
Rock Tunnel 2,,Kanto,Rattata,19,Morning,Day,Night,,,1,20-24
Rock Tunnel 2,,Kanto,Raticate,20,Morning,Day,Night,,,2,20-24
Rock Tunnel 2,,Kanto,Zubat,41,Morning,Day,Night,,,1,20-24
Rock Tunnel 2,,Kanto,Golbat,42,Morning,Day,Night,,,2,20-24
Rock Tunnel 2,,Kanto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,20-24
Rock Tunnel 2,,Kanto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,20-24
Rock Tunnel 2,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],4,20-24
Rock Tunnel 2,,Kanto,Cubone,104,Morning,Day,Night,,[[Thick Club]],6,20-24
Rock Tunnel 2,,Kanto,Teddiursa,216,Morning,Day,Night,,[[Oran Berry]],3,25-26
Route 1,,Kanto,Pidgey,16,Morning,Day,,,,1,2-6
Route 1,,Kanto,Rattata,19,Morning,Day,Night,,[[Rattata Hair]],1,2-6
Route 1,,Kanto,Sentret,161,Morning,Day,,,[[Oran Berry]],2,2-6
Route 1,,Kanto,Furret,162,Morning,Day,,,[[Oran Berry]],4,2-6
Route 1,,Kanto,Hoothoot,163,,,Night,,,1,2-6
Route 1,,Kanto,Spinarak,167,Morning,,Night,,,2,2-6
Route 1,,Kanto,Shinx,403,Morning,Day,Night,#FF00BF,,9,2-6
Route 2,,Kanto,Caterpie,10,Morning,Day,Night,,,2,5-7
Route 2,,Kanto,Metapod,11,Morning,Day,,,,2,5-7
Route 2,,Kanto,Butterfree,12,Morning,,,,,5,5-7
Route 2,,Kanto,Weedle,13,Morning,Day,Night,,,2,5-7
Route 2,,Kanto,Kakuna,14,Morning,Day,,,[[Qualot Berry]],2,5-7
Route 2,,Kanto,Beedrill,15,Morning,,,,[[Poison Barb]],5,5-7
Route 2,,Kanto,Pidgey,16,Morning,Day,Night,,,1,5-7
Route 2,,Kanto,Hoothoot,163,,,Night,,,1,5-7
Route 2,,Kanto,Spinarak,167,Morning,,Night,,,1,5-7
Route 2,,Kanto,Snubbull,209,,,Night,,,3,5-7
Route 2,,Kanto,Taillow,276,Morning,,,#FF00BF,[[Sitrus Berry]],8,5-7
Route 3,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,5-10
Route 3,,Kanto,Spearow,21,Morning,Day,Night,,[[Sharp Beak]],1,5-12
Route 3,,Kanto,Arbok,24,Morning,Day,Night,,[[Poison Barb]],2,10
Route 3,,Kanto,Sandshrew,27,Morning,Day,Night,,,3,8-10
Route 3,,Kanto,Nidoran Female,29,,Day,,,,2,5-10
Route 3,,Kanto,Nidoran Male,32,,,Night,,,2,8-10
Route 3,,Kanto,Jigglypuff,39,Morning,Day,Night,,[[Oran Berry]],4,3-7
Route 3,,Kanto,Zubat,41,,,Night,,,1,7-12
Route 3,,Kanto,Gulpin,316,Morning,Day,Night,,[[Poison Barb]],6,10
Route 3,,Kanto,Cherubi,420,Morning,Day,Night,,[[Occa Berry]],1,5-9
Route 4,,Kanto,Arbok,24,Morning,Day,,,[[Poison Barb]],2,8-12
Route 4,,Kanto,Bulbasaur,1,Morning,Day,Night,,,8,8-12
Route 4,,Kanto,Ekans,23,Morning,Day,,,,1,8-12
Route 4,,Kanto,Hoothoot,163,,,Night,,,2,8-12
Route 4,,Kanto,Jigglypuff,39,Morning,Day,Night,,,3,8-12
Route 4,,Kanto,Pineco,204,,,Night,#FF00BF,,8,8-12
Route 4,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,8-12
Route 4,,Kanto,Spearow,21,Morning,Day,Night,,[[Sharp Beak]],1,8-12
Route 4,,Kanto,Zubat,41,,,Night,,,1,8-12
Route 5,,Kanto,Weedle,13,,,Night,,,1,13-17
Route 5,,Kanto,Pidgey,16,Morning,Day,Night,,,1,13-16
Route 5,,Kanto,Pidgeotto,17,,,Night,,,2,13-17
Route 5,,Kanto,Oddish,43,,,Night,,[[Absorb Bulb]],1,13-16
Route 5,,Kanto,Gloom,44,,,Night,,[[Absorb Bulb]],2,15
Route 5,,Kanto,Meowth,52,Morning,,,,,1,13-17
Route 5,,Kanto,Abra,63,,,Night,,[[Twisted Spoon]],5,18-22
Route 5,,Kanto,Bellsprout,69,Morning,Day,,,,1,13-17
Route 5,,Kanto,Togepi,175,Morning,Day,,,[[Absorb Bulb]],8,18-23
Route 5,,Kanto,Shinx,403,,,Night,#FF00BF,,9,15
Route 6,,Kanto,Charmander,4,Morning,Day,Night,,,8,13-17
Route 6,,Kanto,Pidgey,16,Morning,Day,,,,1,13-17
Route 6,,Kanto,Pidgeotto,17,Morning,,,,,2,13-17
Route 6,,Kanto,Jigglypuff,39,Morning,Day,Night,,,5,13-17
Route 6,,Kanto,Oddish,43,,,Night,,[[Absorb Bulb]],2,13-17
Route 6,,Kanto,Meowth,52,,,Night,,,1,13-17
Route 6,,Kanto,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,13-17
Route 6,,Kanto,Bellsprout,69,Morning,Day,,,,1,13-17
Route 6,,Kanto,Magnemite,81,Morning,Day,Night,,[[Metal Coat]],2,13-17
Route 6,,Kanto,Drowzee,96,,,Night,,[[Absorb Bulb]],2,13-17
Route 6,,Kanto,Pineco,204,,,Night,,[[Metal Coat]],8,13-17
Route 6,,Kanto,Cherubi,420,,Day,,,[[Apicot Berry]],1,13-17
Route 7,,Kanto,Abra,63,,Day,,,[[Twisted Spoon]],6,16-20
Route 7,,Kanto,Cherubi,420,,Day,,,[[Cheri Berry]],1,16-20
Route 7,,Kanto,Growlithe,58,Morning,Day,Night,,[[Rawst Berry]],4,16-20
Route 7,,Kanto,Houndour,228,Morning,,Night,,,8,22-26
Route 7,,Kanto,Meowth,52,Morning,,Night,,,1,16-20
Route 7,,Kanto,Murkrow,198,,,Night,,[[Dusk Stone]],8,16-20
Route 7,,Kanto,Persian,53,,,Night,,,2,16-20
Route 7,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,16-20
Route 7,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,16-20
Route 7,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,16-20
Route 7,,Kanto,Vulpix,37,Morning,Day,Night,,[[Rawst Berry]],4,16-20
Route 8,,Kanto,Pidgeotto,17,Morning,Day,,,,1,18-22
Route 8,,Kanto,Ekans,23,Morning,Day,,,,1,18-22
Route 8,,Kanto,Sandshrew,27,Morning,Day,Night,,,2,18-22
Route 8,,Kanto,Vulpix,37,Morning,Day,Night,,[[Rawst Berry]],4,18-22
Route 8,,Kanto,Jigglypuff,39,Morning,Day,,,,3,18-22
Route 8,,Kanto,Meowth,52,Morning,,Night,,,1,18-22
Route 8,,Kanto,Growlithe,58,Morning,Day,Night,,[[Rawst Berry]],4,18-22
Route 8,,Kanto,Abra,63,,Day,,,[[Twisted Spoon]],6,18-22
Route 8,,Kanto,Kadabra,64,,Day,,,[[Twisted Spoon]],7,18-22
Route 8,,Kanto,Haunter,93,,,Night,,[[Spell Tag]],4,18-22
Route 8,,Kanto,Ditto,132,Morning,Day,Night,,,6,25-27
Route 8,,Kanto,Noctowl,164,,,Night,,,1,18-22
Route 9,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,13-16
Route 9,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,13-16
Route 9,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,13-16
Route 9,,Kanto,Fearow,22,Morning,Day,,,[[Sharp Beak]],2,13-16
Route 9,,Kanto,Sandshrew,27,Morning,Day,Night,,,2,13-16
Route 9,,Kanto,Nidoran Female,29,,Day,,,,2,13-16
Route 9,,Kanto,Nidorina,30,Morning,,,#FF00BF,,4,13-16
Route 9,,Kanto,Nidoran Male,32,Morning,,Night,#FF00BF,,2,13-16
Route 9,,Kanto,Zubat,41,,,Night,,,1,13-16
Route 9,,Kanto,Venonat,48,,,Night,,,1,13-16
Route 9,,Kanto,Venomoth,49,,,Night,,[[Silver Powder]],4,13-16
Route 9,,Kanto,Mankey,56,Morning,Day,Night,,[[Ash's Hat]],1,15-16
Route 9,,Kanto,Primeape,57,Morning,Day,Night,#FF00BF,[[Expert Belt]],4,13-16
Route 9,,Kanto,Cherubi,420,Morning,Day,Night,,[[Yache Berry]],1,13-16
Route 10,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,20-23
Route 10,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,20-23
Route 10,,Kanto,Fearow,22,Morning,Day,,,[[Sharp Beak]],2,20-23
Route 10,,Kanto,Sandshrew,27,Morning,Day,Night,,,2,20-23
Route 10,,Kanto,Nidoran Female,29,Morning,Day,Night,,,1,20-23
Route 10,,Kanto,Nidoran Male,32,Morning,Day,Night,,,2,20-23
Route 10,,Kanto,Zubat,41,,,Night,,,1,20-23
Route 10,,Kanto,Venonat,48,,,Night,,,1,20-23
Route 10,,Kanto,Venomoth,49,,,Night,,[[Silver Powder]],3,20-23
Route 10,,Kanto,Machop,66,Morning,Day,Night,,,3,20-23
Route 10,,Kanto,Magnemite,81,Morning,Day,Night,,[[Metal Coat]],2,20-23
Route 10,,Kanto,Voltorb,100,Morning,Day,Night,,[[Magnet]],1,20-23
Route 10,,Kanto,Marowak,105,Morning,Day,Night,,[[Thick Club]],8,24-27
Route 10,,Kanto,Electabuzz,125,Morning,Day,Night,,[[Electirizer]],9,20-23
Route 10,,Kanto,Quagsire,195,Morning,,Night,,,3,20-23
Route 10,,Kanto,Dedenne,702,Morning,Day,Night,#FF00BF,,9,20-23
Route 11,,Kanto,Pidgey,16,Morning,Day,,,,1,15-18
Route 11,,Kanto,Pidgeotto,17,Morning,Day,,,,2,17
Route 11,,Kanto,Rattata,19,Morning,,,,[[Oran Berry]],1,15-18
Route 11,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,18
Route 11,,Kanto,Spearow,21,Morning,,Night,,[[Sharp Beak]],1,14-19
Route 11,,Kanto,Ekans,23,Morning,Day,Night,,,1,15-17
Route 11,,Kanto,Sandshrew,27,,Day,,,,2,15-18
Route 11,,Kanto,Meowth,52,Morning,,Night,,,1,15-17
Route 11,,Kanto,Magnemite,81,,Day,,,[[Metal Coat]],2,16-18
Route 11,,Kanto,Drowzee,96,Morning,,Night,,[[Twisted Spoon]],1,15-19
Route 11,,Kanto,Hypno,97,Morning,,Night,,,4,18-20
Route 11,,Kanto,Snorlax,143,,Day,,,[[Leftovers]],9,20
Route 11,,Kanto,Noctowl,164,,,Night,,,4,17-18
Route 11,,Kanto,Cherubi,420,Morning,Day,,,[[Chople Berry]],1,15-18
Route 12,,Kanto,Pidgey,16,Morning,Day,Night,,,1,24-28
Route 12,,Kanto,Pidgeotto,17,Morning,Day,Night,,,2,28
Route 12,,Kanto,Oddish,43,,,Night,,[[Absorb Bulb]],1,24-29
Route 12,,Kanto,Gloom,44,,,Night,,[[Absorb Bulb]],2,29-31
Route 12,,Kanto,Bellsprout,69,Morning,Day,Night,,,1,24-30
Route 12,,Kanto,Weepinbell,70,Morning,Day,Night,,,2,29-31
Route 12,,Kanto,Tangela,114,Morning,Day,Night,,[[Miracle Seed]],2,24-29
Route 12,,Kanto,Snorlax,143,Morning,Day,Night,#FF00BF,[[Leftovers]],8,25
Route 13,,Kanto,Pidgeotto,17,Morning,Day,Night,,,1,24-30
Route 13,,Kanto,Nidorina,30,Morning,Day,Night,,,1,24-30
Route 13,,Kanto,Nidorino,33,,Day,,,,1,24-30
Route 13,,Kanto,Oddish,43,,,Night,,,1,24-30
Route 13,,Kanto,Gloom,44,,,Night,,,2,24-30
Route 13,,Kanto,Venonat,48,Morning,Day,Night,,,1,24-30
Route 13,,Kanto,Venomoth,49,,,Night,,[[Silver Powder]],3,24-30
Route 13,,Kanto,Bellsprout,69,Morning,Day,Night,,,1,24-30
Route 13,,Kanto,Weepinbell,70,Morning,Day,,,,2,24-30
Route 13,,Kanto,Farfetch'd,83,Morning,Day,,,[[Lagging Tail]],3,24-30
Route 13,,Kanto,Chansey,113,Morning,Day,Night,,[[Lucky Punch]],8,22-26
Route 13,,Kanto,Ditto,132,Morning,Day,Night,,[[Quick Powder]],6,24-30
Route 13,,Kanto,Hoppip,187,Morning,Day,,,,1,24-30
Route 13,,Kanto,Quagsire,195,Morning,,Night,,,1,24-30
Route 13,,Kanto,Ducklett,580,Morning,Day,,#FF00BF,,6,24-30
Route 14,,Kanto,Nidorina,30,Morning,Day,,,,1,26-30
Route 14,,Kanto,Nidorino,33,Morning,Day,,,,1,26-30
Route 14,,Kanto,Farfetch'd,83,Morning,Day,Night,,[[Lagging Tail]],4,30
Route 14,,Kanto,Chansey,113,Morning,Day,Night,,[[Oran Berry]],8,27-30
Route 14,,Kanto,Ditto,132,Morning,Day,Night,#FF00BF,[[Quick Powder]],6,30
Route 14,,Kanto,Noctowl,164,,,Night,,,2,27-30
Route 14,,Kanto,Hoppip,187,Morning,Day,,,,1,26-30
Route 14,,Kanto,Skiploom,188,Morning,Day,,,,2,28-30
Route 14,,Kanto,Quagsire,195,Morning,,Night,,,2,26-30
Route 14,,Kanto,Cherubi,420,Morning,Day,Night,,[[Pomeg Berry]],1,26-30
Route 15,,Kanto,Pidgey,16,Morning,Day,,,,1,30-34
Route 15,,Kanto,Pidgeotto,17,Morning,Day,,,,1,30-34
Route 15,,Kanto,Nidorina,30,Morning,Day,,,,1,30-34
Route 15,,Kanto,Nidorino,33,Morning,Day,,,,1,30-34
Route 15,,Kanto,Oddish,43,,,Night,,,1,30-34
Route 15,,Kanto,Gloom,44,Morning,,Night,,,2,30-34
Route 15,,Kanto,Venonat,48,,,Night,,,1,30-34
Route 15,,Kanto,Venomoth,49,,,Night,,[[Silver Powder]],3,30-34
Route 15,,Kanto,Bellsprout,69,Morning,Day,,,,1,30-34
Route 15,,Kanto,Weepinbell,70,Morning,Day,,,,2,30-34
Route 15,,Kanto,Tangela,114,Morning,Day,Night,,[[Miracle Seed]],2,30-34
Route 15,,Kanto,Ditto,132,Morning,Day,,,,6,30-34
Route 15,,Kanto,Noctowl,164,,,Night,,,1,30-34
Route 15,,Kanto,Hoppip,187,Morning,Day,,,,2,30-34
Route 15,,Kanto,Quagsire,195,Morning,,Night,,,3,30-34
Route 15,,Kanto,Plusle,311,Morning,Day,,,,7,30-34
Route 15,,Kanto,Minun,312,Morning,Day,,,,7,30-34
Route 16,,Kanto,Pidgeotto,17,Morning,,Night,,[[Nocturnal Feather]],3,22-24
Route 16,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,22-24
Route 16,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,22-24
Route 16,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,22-24
Route 16,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,22-24
Route 16,,Kanto,Grimer,88,Morning,Day,Night,,[[Black Sludge]],1,22-24
Route 16,,Kanto,Murkrow,198,,,Night,,[[Dusk Stone]],8,22-24
Route 16,,Kanto,Slugma,218,Morning,Day,Night,,,8,22-24
Route 16,,Kanto,Cherubi,420,Morning,Day,Night,,[[Kebia Berry]],1,22-24
Route 17,,Kanto,Rattata,19,,Day,,,[[Oran Berry]],1,26-32
Route 17,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,27-30
Route 17,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,26-32
Route 17,,Kanto,Fearow,22,Morning,Day,,,[[Sharp Beak]],2,27-32
Route 17,,Kanto,Ponyta,77,,Day,,,,4,26-32
Route 17,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,26-32
Route 17,,Kanto,Grimer,88,,,Night,,[[Black Sludge]],1,26-32
Route 17,,Kanto,Muk,89,Morning,Day,Night,,[[Black Sludge]],3,28-30
Route 17,,Kanto,Slugma,218,Morning,Day,Night,,,6,30
Route 18,,Kanto,Rattata,19,,,Night,,[[Oran Berry]],1,22-26
Route 18,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,22-26
Route 18,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,22-26
Route 18,,Kanto,Fearow,22,Morning,Day,,,[[Sharp Beak]],2,22-26
Route 18,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,22-26
Route 18,,Kanto,Grimer,88,Morning,Day,Night,,[[Black Sludge]],1,22-26
Route 18,,Kanto,Muk,89,Morning,Day,Night,,[[Black Sludge]],4,22-26
Route 18,,Kanto,Murkrow,198,Morning,,Night,,,8,28-32
Route 18,,Kanto,Slugma,218,Morning,Day,Night,,,5,22-26
Route 21,,Kanto,Bulbasaur,1,Morning,Day,Night,,,8,7-13
Route 21,,Kanto,Pidgey,16,Morning,Day,,,,1,25-30
Route 21,,Kanto,Pidgeotto,17,Morning,Day,,,,2,25-30
Route 21,,Kanto,Rattata,19,Morning,Day,Night,,[[Oran Berry]],1,25-30
Route 21,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],2,25-30
Route 21,,Kanto,Tangela,114,,Day,,,[[Miracle Seed]],2,25-30
Route 21,,Kanto,Mr. Mime,122,Morning,Day,Night,,[[Leppa Berry]],8,25-30
Route 22,,Kanto,Rattata,19,Morning,Day,Night,,,1,3-7
Route 22,,Kanto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,3-7
Route 22,,Kanto,Nidoran Female,29,Morning,Day,,,,2,3-7
Route 22,,Kanto,Nidoran Male,32,Morning,Day,,,,2,3-7
Route 22,,Kanto,Poliwag,60,,,Night,,,2,3-7
Route 22,,Kanto,Ponyta,77,,Day,,,,4,3-7
Route 22,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,3-7
Route 22,,Kanto,Hoothoot,163,,,Night,,,1,3-7
Route 24,,Kanto,Caterpie,10,Morning,,,,,1,10-14
Route 24,,Kanto,Pidgey,16,,Day,,,,1,10-14
Route 24,,Kanto,Pidgeotto,17,,Day,,,,4,10-14
Route 24,,Kanto,Pidgeot,18,,Day,,,,6,10-14
Route 24,,Kanto,Jigglypuff,39,Morning,,,,,4,10-14
Route 24,,Kanto,Wigglytuff,40,Morning,,,,,6,10-14
Route 24,,Kanto,Oddish,43,,,Night,,,1,10-14
Route 24,,Kanto,Gloom,44,,,Night,,,4,10-14
Route 24,,Kanto,Vileplume,45,,,Night,,,6,10-14
Route 25,,Kanto,Charmander,4,Morning,Day,Night,,,8,12-14
Route 25,,Kanto,Caterpie,10,Morning,Day,Night,,,1,12-14
Route 25,,Kanto,Weedle,13,Morning,Day,Night,,,2,12-14
Route 25,,Kanto,Pidgeotto,17,Morning,Day,Night,,,4,12-14
Route 25,,Kanto,Oddish,43,Morning,Day,Night,,[[Absorb Bulb]],1,12-14
Route 25,,Kanto,Abra,63,Morning,,Night,Night,[[Twisted Spoon]],6,15-17
Route 25,,Kanto,Kadabra,64,Morning,Day,Night,,[[Twisted Spoon]],7,15-17
Route 25,,Kanto,Bellsprout,69,Morning,Day,Night,,,1,12-14
Route 25,,Kanto,Cherubi,420,Morning,Day,Night,,[[Chilan Berry]],1,12-14
Route 26,,Kanto,Rattata,19,Morning,Day,Night,,,1,25-27
Route 26,,Kanto,Arbok,24,Morning,Day,,,[[Poison Barb]],2,25-27
Route 26,,Kanto,Sandslash,28,Morning,Day,Night,,[[Soft Sand]],2,25-27
Route 26,,Kanto,Ponyta,77,,Day,,,,4,25-27
Route 26,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,25-27
Route 26,,Kanto,Dodrio,85,Morning,Day,,,[[Sharp Beak]],3,25-27
Route 26,,Kanto,Wooper,194,Morning,,Night,,,1,25-27
Route 26,,Kanto,Quagsire,195,Morning,,Night,,,2,25-27
Route 27,,Kanto,Raticate,20,Morning,Day,Night,,[[Oran Berry]],1,28-32
Route 27,,Kanto,Arbok,24,Morning,Day,,,[[Poison Barb]],3,28-32
Route 27,,Kanto,Sandslash,28,Morning,Day,Night,,[[Soft Sand]],2,28-32
Route 27,,Kanto,Ponyta,77,,Day,,,,4,28-32
Route 27,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,28-32
Route 27,,Kanto,Dodrio,85,Morning,Day,,,[[Sharp Beak]],4,28-32
Route 27,,Kanto,Quagsire,195,Morning,,Night,,,1,28-32
Route 28,,Kanto,Ponyta,77,,Day,,,,4,33-37
Route 28,,Kanto,Rapidash,78,,Day,,,,6,33-37
Route 28,,Kanto,Dodrio,85,Morning,Day,,,[[Sharp Beak]],2,33-37
Route 28,,Kanto,Tangela,114,Morning,Day,Night,,[[Miracle Seed]],2,33-37
Route 28,,Kanto,Natu,177,Morning,Day,Night,,,1,33-37
Route 28,,Kanto,Heracross,214,Morning,Day,Night,#FF00BF,,9,33-37
Route 28,,Kanto,Sneasel,215,,,Night,,[[Razor Claw]],7,33-37
Route 28,,Kanto,Ursaring,217,,Day,,,[[Sitrus Berry]],4,33-37
Route 28,,Kanto,Donphan,232,Morning,Day,Night,,[[Leppa Berry]],5,33-37
Route 28,,Kanto,Cherubi,420,Morning,Day,,,[[Persim Berry]],1,33-37
Route 29,,Johto,Pidgey,16,Morning,Day,,,,1,2-4
Route 29,,Johto,Rattata,19,Morning,Day,Night,,,1,2-4
Route 29,,Johto,Sentret,161,Morning,Day,,,[[Oran Berry]],2,2-4
Route 29,,Johto,Hoothoot,163,,,Night,,,1,2-4
Route 29,,Johto,Ledyba,165,Morning,,,,,4,2-4
Route 29,,Johto,Spinarak,167,Morning,,Night,,,1,2-4
Route 29,,Johto,Hoppip,187,Morning,,,,,2,2-4
Route 29,,Johto,Plusle,311,Morning,,,,,8,5-7
Route 29,,Johto,Minun,312,Morning,Day,Night,,,8,5-7
Route 29,,Johto,Shinx,403,,Day,,#FF00BF,,9,2-4
Route 30,,Johto,Caterpie,10,Morning,Day,,,,1,3-5
Route 30,,Johto,Metapod,11,Morning,Day,,,,2,3-5
Route 30,,Johto,Weedle,13,Morning,Day,,,[[Leppa Berry]],1,3-5
Route 30,,Johto,Kakuna,14,Morning,Day,,,,2,3-5
Route 30,,Johto,Hoothoot,163,,,Night,,,1,3-5
Route 30,,Johto,Ledyba,165,Morning,,,,,2,3-5
Route 30,,Johto,Spinarak,167,Morning,,Night,,[[Oran Berry]],2,3-5
Route 30,,Johto,Snubbull,209,,,Night,,,4,3-5
Route 30,,Johto,Zigzagoon,263,Morning,Day,Night,,[[Oran Berry]],4,3-5
Route 30,,Johto,Whismur,293,,Day,,,[[Chesto Berry]],4,3-5
Route 30,,Johto,Cherubi,420,Morning,Day,,,[[Ganlon Berry]],1,3-5
Route 31,,Johto,Sandshrew,27,,Day,,,,1,4-6
Route 31,,Johto,Sandslash,28,,Day,,,,4,4-6
Route 31,,Johto,Golem,76,,Day,,,,6,4-6
Route 31,,Johto,Gastly,92,,,Night,,,1,4-6
Route 31,,Johto,Haunter,93,,,Night,,,4,4-6
Route 31,,Johto,Gengar,94,,,Night,,,6,4-6
Route 31,,Johto,Sentret,161,Morning,,,,,1,4-6
Route 31,,Johto,Nuzleaf,274,Morning,,,,,4,4-6
Route 31,,Johto,Shiftry,275,Morning,,,,,6,4-6
Route 32,,Johto,Rattata,19,Morning,Day,Night,,,1,6-8
Route 32,,Johto,Zubat,41,,,Night,,,1,6-8
Route 32,,Johto,Bellsprout,69,Morning,Day,,,,1,6-8
Route 32,,Johto,Hoothoot,163,,,Night,,,1,6-8
Route 32,,Johto,Noctowl,164,,,Night,,,3,6-8
Route 32,,Johto,Mareep,179,Morning,Day,Night,,,2,6-8
Route 32,,Johto,Hoppip,187,Morning,Day,,,,1,6-8
Route 32,,Johto,Wooper,194,Morning,,Night,,,1,6-8
Route 32,,Johto,Starly,396,Morning,Day,,#FF00BF,,8,10-12
Route 33,,Johto,Rattata,19,Morning,Day,Night,,[[Leppa Berry]],1,7-11
Route 33,,Johto,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,7-11
Route 33,,Johto,Zubat,41,,,Night,,,1,7-11
Route 33,,Johto,Hoppip,187,Morning,Day,,,[[Pomeg Berry]],2,7-11
Route 33,,Johto,Aipom,190,Morning,Day,Night,,[[Lum Berry]],6,13-17
Route 33,,Johto,Murkrow,198,,,Night,#FF00BF,[[Dusk Stone]],8,7-11
Route 33,,Johto,Heracross,214,Morning,Day,Night,#FF00BF,,9,13-17
Route 33,,Johto,Shinx,403,Morning,Day,Night,,[[Thunder Stone]],9,7-11
Route 33,,Johto,Cherubi,420,Morning,Day,,,[[Haban Berry]],1,7-11
Route 34,,Johto,Rattata,19,Morning,Day,Night,,[[Leppa Berry]],1,11-15
Route 34,,Johto,Abra,63,Morning,,,,[[Twisted Spoon]],6,11-15
Route 34,,Johto,Drowzee,96,Morning,Day,Night,,[[Lum Berry]],1,11-15
Route 34,,Johto,Ditto,132,Morning,Day,Night,,[[Quick Powder]],6,11-15
Route 34,,Johto,Hoothoot,163,,,Night,,,1,11-15
Route 34,,Johto,Ledyba,165,Morning,Day,,,[[Leppa Berry]],1,11-15
Route 34,,Johto,Spinarak,167,Morning,,Night,,,1,11-15
Route 34,,Johto,Togepi,175,Morning,Day,Night,#FF00BF,[[Shiny Stone]],8,11-15
Route 34,,Johto,Pineco,204,,,Night,,,8,11-15
Route 34,,Johto,Whismur,293,,Day,,,[[Chesto Berry]],4,11-15
Route 35,,Johto,Nidoran Female,29,Morning,Day,,,[[Moon Stone]],1,10-15
Route 35,,Johto,Nidoran Male,32,Morning,Day,,,[[Moon Stone]],1,10-15
Route 35,,Johto,Jigglypuff,39,Morning,Day,Night,,[[Oran Berry]],3,10-15
Route 35,,Johto,Growlithe,58,Morning,Day,Night,,[[Rawst Berry]],4,10-15
Route 35,,Johto,Abra,63,Morning,Day,Night,,[[Twisted Spoon]],6,10-15
Route 35,,Johto,Ditto,132,Morning,Day,Night,,[[Quick Powder]],6,10-15
Route 35,,Johto,Hoothoot,163,,,Night,,[[Rawst Berry]],1,10-15
Route 35,,Johto,Noctowl,164,,,Night,,,2,10-15
Route 35,,Johto,Mareep,179,Morning,Day,Night,#FF00BF,,2,10-15
Route 35,,Johto,Yanma,193,Morning,Day,Night,,[[Wide Lens]],4,10-15
Route 35,,Johto,Snubbull,209,Morning,Day,,,[[Sitrus Berry]],3,10-15
Route 35,,Johto,Cherubi,420,Morning,Day,Night,,[[Kasib Berry]],1,10-15
Route 36,,Johto,Nidoran Female,29,Morning,Day,,,,1,21-22
